Datetime,Text,Label
Mar-23,"@pareras It's neat that AI hype is getting people to think more about trends that have been troubling for, in some cases, ~200 years.  (Need UBI due to industrial revolution etc.)

AI papers are a tiny bit of, what, our *daily* knowledge doubling?

Who co",neg
Mar-23,Google says hackers could silently own your phone until Samsung fixes its modems https://t.co/6l27Mtj02i https://t.co/PeXhlg5AFT,neg
Mar-23,@RadiantL1ght1 @JamesWo83871120 @bigshop_yudee @KCSocWiz @sportbible Oga only Manchester United have won d treble in England 🤣🤣 u can google it.,neu
Mar-23,I’m happy to share that I’ve obtained a new certification: Analyzing and Visualizing Data with Microsoft Power BI from Udemy! https://t.co/1HcEZZV4xh,pos
Mar-23,"@robotnikhottake @Xvault2 LMFAO, oh god help me. Im gonna fall out of my chair. You just used google?

Okay so let me explain this as I would to child.

The games in that list include:
Beta's, EA Early Access, etc.

Game Previews are where the game is bei",neg
Mar-23,"@StefanFerrol @yumcoconutmilk Wym? Like, he and his art are misogynoir. Google it.",neg
Mar-23,"Okay, okay. Now do it w/o google, and WITHOUT the popular songs this time. https://t.co/JhxMsZqGXI",neg
Mar-23,@Calebmusicc What if Apple is the one selling substandard iphones together with the real ones? Would you boycott then?,neu
Mar-23,@FiSavvy Google,neu
Mar-23,@AdamSinger @tunguz What is google?,neu
Mar-23,"@SupremeVokul Google's malvertisement issues are bad. 

Bing is actually the better search engine now. Duckduck is having issues too with seo abuse",neg
Mar-23,"ok so according to google ramadan ends on the 21st &amp; if everything goes according to plan &amp; if the liars didn’t lie, then finale is on the 28th. this means we can have halvet on the finale &amp; what a great way to say goodbye to an iconic couple like #umren?! 🥲 #tuzak https://t.co/ta4WlTyPcK",neg
Mar-23,i had to google to see if this was real bc i was convinced that was dennis and this was an always sunny bit https://t.co/usgNDuNrcm,neu
Mar-23,@CaitlinLong_ @CreditSuisse As we have known for years the SNB has made money out of literally NOTHING and bought Apple Stock.  Do you get what that means???,neg
Mar-23,"@LeakerApple ""Apple Fan Boy"" is his tagline though he is a Android user😂",pos
Mar-23,"weekly oracle messages
march 19 - 25
apply to your sun, moon &amp; rising signs. 

RT &amp; spread the blessings. https://t.co/lbQIq19TBY",neu
Mar-23,"@NotAznable It's way better than what Google offers, you can keep up the tempo of a conversation with the voice function",neg
Mar-23,Microsoft Tests Web3 Wallet Integration in Edge Browser https://t.co/01ZLWRapin,neu
Mar-23,@mr2218925 @lacliquebangtan @stallseok you can look up the guests for the future shows on google and i think before it was announced they saw that a day was still blank and figured it out :'// saw some people speculating about it i guess they were right,neg
Mar-23,"s ~ Secret - WJSN
n ~ No - CLC
o ~ One Shot, Two Shot - BoA
w ~ What - Dreamcatcher
a ~ Apple - GFRIEND
n ~ Naughty - Red Velvet/I&amp;S
g ~ Genie - SNSD
e ~ Every Night - EXID
l ~ LA DI DA - Everglow
v ~ Voice - LOONA
8 ~ 808 - ONEUS https://t.co/alUhJnjrzb",neu
Mar-23,all of these are from the og you are the apple of my eye https://t.co/isa4PYlgVa,pos
Mar-23,"Neo Oracle : What are fields...endless fields, were born into the Adam's Street bridge.",neu
Mar-23,"#NowPlaying from Apple Music(iOS)
🎵D.M.F
👤Merm4id
💿Around and Around - EP https://t.co/Jedw5iYrvi",neu
Mar-23,"If all it takes for someone ""trying to change"" to completely derail from doing so is one google search of an important topic and one click into a random video made by some dipshit pretending to run a university, then maybe that person wasn't actually trying to change.",neg
Mar-23,"@pjmstolemyheart US/PR Army, remember that you can stream the MV on Apple Music too !! The views will count. You can make PL where you mix audio and MV 🥰",pos
Mar-23,@seasongbird @winxhannie i haven't made chicken ever. i just drink apple juice and boil pasta,neu
Mar-23,just had green apple medicine and it tasted like shit AND they coloured it GREEN it looked like snot 💀 https://t.co/slh4384zit,neg
Mar-23,@GregCampNC @SoundsOfNyx @cannoli1000 @PhysicistTx @lDragonheartl @ShaneAnffyddiwr @TheArt4ulDodg3r @Paula_White @crazygodstory Could say the same thing about the same google searches you put in. You put a fancy link. You see what the sites name is. Learn,neu
Mar-23,"@BigJoeBastardi You can type anything in Google, the results are what might be hard to find.",neg
Mar-23,@SpotifyUSA your android app CONSTANTLY crashes while I am streaming to my Google Chromecast. It crashes SO bad that I have to completely force close the entire app otherwise Chromecast won't even show up as an OPTION. Pic 1 no Chromecast. Pic 2 after app,neg
Mar-23,"@StolenRealism @JamesLauder12 @waltermasterson Your entire timeline reads like “research” why the fuck do I need to do the research for an expert CNN article skimmer such as yourself? Of course your sources contain no such information, google it. It�",neg
Mar-23,"@stinkythinktank It’s on Apple Tv+, so I guess my mom and I are about to watch it lol",pos
Mar-23,@johnnysimpist try google you’ll feel much better afterwards,pos
Mar-23,"@ZX48kSpectrum tis a superb film, best in the franchise 🎬👍.. I love an alternative film poster, I usually go on Google, type in the film I'm watching followed by ""artistic film poster"" then click on 'images' &amp; it comes up with multiple brilliant",pos
Mar-23,I very much respect this era of the Power Suit but after watching Bad Sisters on Apple TV+ I just want sweaters. Can we rally around sweaters,pos
Mar-23,"Natures Elixir….                                   Forsythia, Apple &amp; Pear Blossoms https://t.co/N9NclJodQ7",neu
Mar-23,"@EndWokeness Bill Gates is a college dropout who scammed Tim Paterson, who was working on a modified CP/M (old OS) for 8086, out of a source code license and then with minor changes sold it to IBM as MS-DOS.  It was 4000 lines of code, which is tiny.  The",neg
Mar-23,xr bat life from 94% to 89% y apple y,neg
Mar-23,"Charlie DJ Mix #NowPlaying GT_Ofice,Romi Lux,Salvo - SPELL

Charlie DJ Mix: https://t.co/YFctygOFMd
Charlie: https://t.co/rytaI8x136
Google Play: https://t.co/iyZ3AbJHVD

#dj #music #radio #tunes #hits #onlineradio https://t.co/u4cCMwlsa3",neu
Mar-23,"Charlie Country #NowPlaying Dierks Bentley,BRELAND,HARDY - Beers On Me

Charlie Country: https://t.co/JoncITFdls
Charlie: https://t.co/rytaI8x136
Google Play: https://t.co/iyZ3AbJHVD

#country #music #radio #tunes #onlineradio https://t.co/vkYiP9di1a",neu
Mar-23,@edwardodell apple or egg,neu
Mar-23,@aidacortes66 No .Google morning Great,pos
Mar-23,"𓂋 wts lfb want to sell

⤷ darcy photofolio; d:d dimension dilemma; standard rpc; b:do border day one; apple won
⤷ onhand own pull + mint condi
⤷  PHP 3300
⤷ mop: gcash 
⤷ sdd mm/ sco

# bts proof jungwon heeseung jake sunghoon ni-ki riki jungkook pc taehyung https://t.co/jo9ySnSAmn",neu
Mar-23,"Microsoft 365 Copilot, an AI-powered assistant, will transform work by producing first drafts, summaries, and other documents using large language models and your data. It's in apps like Word, Excel, PowerPoint, Teams, and Outlook…https://t.co/MuViWQg1lD https://t.co/7HKAR7UpQB",neu
Mar-23,@dasuperbackup thats called an apple,neu
Mar-23,"@apple_and_I I’m in need of spring so bad. Winter is cool for a couple months, but it’s been 5 months now and I’m done…😂",neg
Mar-23,Kai's Pain Management CBD Store on Google: https://t.co/e4Rgs5TvGx,neu
Mar-23,@molayooo LoL guys can do that 😀 or Apple ID,pos
Mar-23,I also just sent an 85$ termination fee to the website they provided only to Google it and find out the same company has been sued by the state of New York? The entire state of New York? And now I can't have that money back. I'm also positive my contract hasn't been terminated.,neg
Mar-23,@MrPissant @frickenchris @Keoni_DiFranco is Google not a thing where you are?,neu
Mar-23,@zachknowsball @BenDiesel313 @PFF_Fantasy I dont need google to know how shit it was,neg
Mar-23,"@JoelBrownMD @ZeekArkham @elonmusk I asked Google if brushing your teeth is racist. Sure enough! After all, what color teeth are you trying to achieve? See? Racist! 🙄",neg
Mar-23,"The best Mac accessories - 9to5Mac 
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #AI 
https://t.co/EmB9VXgWVD

As I’ve overhauled my setup throughout the Apple Silicon transition and in conjunction with the Mac Studio and MacBook Pro, I’ve used th... https://t.co/slKeD2pP9M",neu
Mar-23,"5.Subway airport all stp is the cheapest 2 city, more than 1 hr 2 seoul st

6.Incheon n incheon airport is diff

7.Use Naver map  n Papago app 4accuracy,google rome2rio as back up

8.1Shop all grocery at Lotte spermrket Seoul 4 tax free &gt; 30K₩",pos
Mar-23,"@SuppgradeLabs_ @williamlegate ""Trump supporters aren't violent"" he lied as he searched on google maps for Nancy Pelosi's home address

https://t.co/bIuaMRhNr0",neg
Mar-23,"My hobbies outside of languages include:
- video editing
- playing guitar &amp; piano
- songwriting/singing
- listening to music (heavy rock &amp; kpop)
- watching YouTube &amp; Netflix
- playing games on my Switch
- reading tarot &amp; oracle cards for myself &amp; others
- and, recently, reading!",neu
Mar-23,@styx_val @Velocityttv @sh1muVLRT @LaurierValorant Tell me these tweets aren’t google translated 🥲,neg
Mar-23,@CValencianaGCF No usas Google gallego ?,neu
Mar-23,"@liltwang2 @fastrunnas_ @pierrefleury_ How do you know I could've found it? Do you have any idea what goes into historical research, or are you assuming that any source must be a simple Google search because you've never done any deep research yourself?",neg
Mar-23,Hibbett Drafts Oracle Cloud to Improve In-Store Shopping Experiences https://t.co/c9GoAwDpfy #business,pos
Mar-23,@ElanaMcdougall I've google imaged searched this Elana and there isn't anything on the web. It's a digital image,neu
Mar-23,"@elonmusk could you fix the new 2fa for non pod accounts, it’s ridiculous how difficult was it to set it on an Authenticator app such as Google Authenticator and others, for a second I wanted to to give up on my 2fa.",neg
Mar-23,"i was about to submit a letter for ryujin on via google form through a fanletter project when my laptop suddenly rained its battery. when i finally restarted and charged it, the form was already closed...",neg
Mar-23,@joel_a_t @stkirsch Hold on. Google is purposely hiding it. I’ll find it for you.,neg
Mar-23,@eurypteris You can Google water main tuberculation for some nasty images 😬 https://t.co/6ImUP9Vxc8,neg
Mar-23,"@Guy_in_Denver @GeorgePapa19 Soros is a dirty KAPO. If you don't know what that is, google it.",neg
Mar-23,"Taking a quick break to spend time with family, but I'll be back to answer your questions on the Google Form shortly. Your questions will also help shape the future F.A.Q.! If you spot any typos in the white paper, or anything else put it on the google form. Thank you!",pos
Mar-23,"🥂❤️‍🔥🎊 https://t.co/bJyrvN7cpC 🐶❤️‍🔥🥩

Excited to announce the official release of the white paper! Launch date coming soon, stay tuned for updates from this account only. Beware of scams &amp; submit any questions through this Google Form: https://t.co/fC6i4fdpOX",pos
Mar-23,"Some people got an apple,
Some people got a tangerine,
Looking around and all I see is people happy with what they’re given,
Life is pretty sweet I’m told,
I guess I’m just shit outta luck growing a lemon tree,
I’m gonna burn it down,
And grow me something better.",neu
Mar-23,"Tbf, no one would do that for you, google is better https://t.co/06654zjnwz",pos
Mar-23,"@mochiventi I remember spending like 8k for 5 Apple chargers para meron sa bahay, sa office, sa daily bag, sa overnight bag, tska sa car 😂
Tapos now I don’t even use them because of wireless charging 😅",neu
Mar-23,@vasisht It safer this way something goes wrong. Apple allows incremental release for app developers as well,pos
Mar-23,"@whytheysaythis No i didn't, i posted it and you can also google the keywords yourself.

Go look up black men bachelor degrees interracial marriage pew research center in America.",neu
Mar-23,Slow-Cooker Utterly Delicious Apple Cobbler https://t.co/68Jkn15Pro #slowcookerrecipes,neu
Mar-23,"@christotaylo I have a massive crush on her, I must admit. Not surprised it’s got the Columbo feel to it, she’s apparently a super fan. As is Fiona Apple, interestingly enough.",pos
Mar-23,"@Kirbongos @lisa_korman @_Totally_Kyle_ @CollinRugg @kevinnbass @erichhartmann Obviously since google continues to suppress TRUTH, I'd find another outlet for my searches.",neg
Mar-23,oops my bf just used my phone to google something and my recently searched is full of calories for food... i know for sure he saw it but he hasn't said anything yet 💀 pray for me,neg
Mar-23,@InebriateSponge iTunes is downloads (own a copy)... Apple Music is streaming (like Spotify).,pos
Mar-23,@runews Google sucks,neg
Mar-23,@smjohnson_3607 @grantstern If you google it you will be able to read it.,neu
Mar-23,@HowThingsWork_ Interesting. I thought it was how McDonalds make their hot apple pies,neu
Mar-23,"A cult that reaches back for hundred of years. They are some kind of witchers who steal the power of other supernatural beings.""

""And how did they not see you?""

""Oh, as oracle, I have the ability to be not recognized"", he shrugged ""I'm untracable for them, invisible.""",neu
Mar-23,Can you put Killerz N Loverz back on Apple Music @soldier_kidd ?,neu
Mar-23,@kelli_mae @conductress I’ve always loved that little Apple Car.,pos
Mar-23,You wanna get scared? Google the court docket for where you live. Baby it ain’t nothing to play with out here! Look at what folks are being charged with. Then start noticing the patterns.,neg
Mar-23,@JCMJACE Vibes. Nose Bobas for lunch… Nose beers for dinner. Bone Apple Teeth hoe 🤌🏼,neu
Mar-23,@froggieaboveall what do i type in to see photo of yall on google,neg
Mar-23,The Big Apple #NYC #Manhattan https://t.co/uFaepIhNjR,neu
Mar-23,"I came across this on a Google search that the samskrta name for ""Australia"" is ""Mahalanka"". Is this mentioned in any of the Hindu texts?  #Australia 🤔Kindly educate.",neu
Mar-23,Gun Fu - Google Search https://t.co/P2pN7AjDGi,neu
Mar-23,"@BigJoeBastardi There's tons of videos.
Try checking in with Mr. Google instead of just regurgitating the b.s. you watch on Fox 😎",neg
Mar-23,@YoUisAmaZe_Yeah U have fuckin google 😭,neg
Mar-23,"@Gooberzilla Google: ""No, Paul, it's more like that scene in 'Zodiac' where Jake Gyllenhaal goes into Roger Rabbit's basement""",neu
Mar-23,@MartianBombs @marioagomez_1 @cmaguire2008 I'm intrigued. I'll have to Google that story. Would love to have a woman owner/managing partner. Like Marge Schott. https://t.co/5DH5X5UeoG,neu
Mar-23,"Stream the hit single now on all major platforms and ask Alexa to 'Play the Apocalyptic Apes Hot Sauce Song'

Stream on Spotify: https://t.co/w9UiQm01vj
Stream on Apple: https://t.co/c7hmDZasDL
Stream on Amazon: https://t.co/m6NhDQBk4D
Stream on Tidal: https://t.co/cKN7KmWuZo",neu
Mar-23,Yep. No shame smh. Stat padding traffic cone Microsoft Excel merchant Vorp Raptor fat loser https://t.co/UCtwqtbpqt,neg
Mar-23,"@ATEEZofficial lmao I wish someone could be the Wooyoung to my San, the Seonghwa to my Hongjoong, the Yunho to my Mingi, The apple to my Jongho and the chicken to my Yeosang. Anyone wanna be my homie??",pos
Mar-23,Absolutely NONE of you bitches are allowed to ask for my Apple Pay. Just a poor excuse to get my number and rip me off. Think twice before disrespecting me.,neg
Mar-23,@lilduval Google Pixel 7 Pro best phone I've ever had. I've had iPhone Samsung and Sony before. Google is going to take over and their only downfall is they didn't start sooner,pos
Mar-23,I was today years old when I realized you could download apple music to your playstation,pos
Mar-23,let me reintroduce myself - Google Search https://t.co/ei3lpm1XDA,neu
Mar-23,"@KaranoirN @notcapnamerica Aight I apologize for that last part. 

The point is no one would do that. There are ways to find out if your s/o is a flirt. 
The oldest trick is a woman bringing her man around women she knows will flirt with him. 
Looking up ",neg
Mar-23,"@mariana057 I dunno but you should google what this object ""This"" is and figure out how to fix it.

it sounds dangerous if she left the house because of it!",neg
Mar-23,"""I love Flowland."" says Rusty on Google, via @Birdeye_ https://t.co/M97wgrDAdc",pos
Mar-23,"@OtakuHunt3r @RetroGamerGuy76 @XxiKGixX Sony should of reached out for a deal. They did not.

Just like Microsoft has to do if they want Sony games.",neg
Mar-23,"For @tommywelty 
Spotify: https://t.co/iD2AM9bXBh 
Apple: https://t.co/4LzxPRP7wS",neu
