Datetime,Text,Username
Dec-2022,"JOB OPPORTUNITY: D365 CRM Solution Architect
Salary: £85,000 per annum
Location: #Remote #UK #London

For details, please contact Anthony Bridge on Anthony.Bridge@prodapta.com 

#Prodapta @Microsoft #Microsoft #MicrosoftJobs #MicrosoftDynamics #CRM #Architect #Cloud https://t.co/zZ5vc0hckG",ProDapta
Dec-2022,"Simplify IT management and reduce costs with Microsoft 365—all while empowering team members to work securely from anywhere, on any device. Sign up for our mailing list and see how Microsoft 365 can help you do more with less. #Microsoft365 #DoMoreWithLess https://t.co/RwLQmoK25M",DTA_Cloud
Dec-2022,"Hi #Traders

last #video of 2022 🔔
https://t.co/DleXFD7TQR
summary of a year of #markets 😱
We'll take stock of #TESLA, #AMAZON, #APPLE, #MICROSOFT
Analysis on the #Dollar and #EURUSD
Overview on #Crypto and we will discover something interesting about #Bitcoin!

#trading",PjRisk
Dec-2022,I still use Internet Explorer at work. Fuck Microsoft Edge.,BrokeBoyDabe15
Dec-2022,"Happy Holidays everyone!!
What great way to close off work officially for 2022 and take forward new learnings in action in the new year 2023...
I’m happy to share that I’ve obtained a new certification: 'Microsoft Certified: Power Platform App Maker Assoc…https://t.co/sciPI3439F",shivampriya1
Dec-2022,"So my laptop updated my Microsoft Edge and logged me out of everything including Twitter. Can't remember the password and none of my emails or phone number work with it. I still have access on my phone, but I use my laptop for links. Might create a backup account later.",BackinAction22
Dec-2022,"Elon Musk, Microsoft and Broadcom spurred work for Big Law M&amp;A attorneys even as overall activity slumped to lows rivaling the pandemic’s early days. https://t.co/DDORQeXAJP",BLaw
Dec-2022,"@MikaDima1 @GarrettEAtkins @FTC There’s a reason why Microsoft is in the top 5 best worldwide companies to work for. With 210,000 workers they have a better chance at coordinating the 10,000 Activision workers than they can on their own.

I’m really interested in why you think this is bad?",ZakkenKloot
Dec-2022,Stock Market Sell-Off: Is Microsoft a Buy? https://t.co/XohGRMUtH2 #news #stocks #stockmarketnews,RoyalNewsfeed
Dec-2022,We can keep talking abt tech stock meltdown bt what can't take away from Google Microsoft is profit cagr.look at these graphs it's like typical bar graph presented in any graphics r demo of biz marketing.. study and own them at cheap valuation Google is available at PE of 17 https://t.co/meEF4rq0kH,archit_anand143
Dec-2022,"@truthse47122154 @AplAddict @harrymac1959 @CollinRugg It wouldn't be a true monopoly since you have alternative companies offering the same services.  It's also how the giant tech companies work, they just go and buy the little guys.  Facebook bought IG, Google bought YouTube, Microsoft bought Skype.",CrazyOtto1972
Dec-2022,$MSFT - Stock Market Sell-Off: Is Microsoft a Buy? https://t.co/i07fRu7JXt,beeken_tech
Dec-2022,"Fantastic #UX as usual from @Microsoft. After writing a bug report about a bug that caused me hours of lost work in @VisualStudio (as if it’s still 1990 😂), and after logging in and submitting, I am faced with a this login screen. WHAT CREDENTIALS. 
time to switch IDE. https://t.co/yJoTvzdYHi",JelmerVerhoog
Dec-2022,"#Other
#EconomyMonetary #FinancialMarkets #Earnings #Technology 
#SomewhatBullish
$ATVI $MSFT $NFLX $SNEJF $NTDOF 
2022/12/29 23:53
Stock Market Sell-Off: Is Microsoft a Buy?
https://t.co/R6dAynpRFi",RRli18
Dec-2022,$MSFT NEW ARTICLE : Stock Market Sell-Off: Is Microsoft a Buy? https://t.co/DPWyCiW4Fj Get all the latest $MSFT related news here : https://t.co/3MDBg46l5f https://t.co/bm6ziOe7XA,StckPro
Dec-2022,#StockMarket Sell-Off: Is Microsoft a Buy? - The Motley Fool https://t.co/AnGFjoagIz https://t.co/A6FPZaQhYC,Stock_Market_Pr
Dec-2022,"@GarrettEAtkins @FTC Xbox can compete without Act/Blizzard. Microsoft is using revolutionizing as wording for trying buy out the market without putting in the work. Before this move, xbox has more studios than PS. Take 64 billion put into your current studios and make compelling games.",punishermatt58
Dec-2022,"There are lots of research about the future of work out there. One of the most comprehensive research out there is the Future of Work Report by Microsoft. Check it out: 

https://t.co/5UXLazT7yF

9/11",JoinUnlock
Dec-2022,"""The private sector had played an important part in the conflict - whether it was satellite imagery from private providers, which could confirm troop build-ups, or the work of companies like Microsoft in providing cyber-defence for Ukraine.""

https://t.co/PXNQKCflJW",TrivialPunk
Dec-2022,"@BuenoForMiami I did this. Then went to tech schools for Cisco, Microsoft server and a few other. I do pretty well. It is hard work with long hours and many weekends . Don’t let anyone tell you otherwise. But it pays well and is somewhat secure. BUT. I will never be promoted without a degree.",jim_hoch
Dec-2022,@tohire_ng @Microsoft I’m set to work with you in 2023 📈📊,Bree_ella
Dec-2022,me trying to work with microsoft word.. wouldnt last a second in excel,yawnest
Dec-2022,"Christian Segurado, @MazarsinUS Manager and Microsoft MVP, speaks with @msdynamicsworld about his work with Microsoft technologies in mixed reality and AI, as well as his journey from sports to the Dynamics community. Read more or listen to the podcast: https://t.co/7Kyl1VLI54 https://t.co/yiKnjInIdT",ValiantDesigner
Dec-2022,"Easy to rip on Greta, not so easy to rip on people like Dave Plummer, who lives off Microsoft stocks from having written the stuff you probably use at work every day. #autism #lowhangingfruit",sineeffect
Dec-2022,@tohire_ng @Microsoft I am set to work with you in 2023😊,OghenekaroOkoro
Dec-2022,"Are you protecting your frontline workers from burnout, work overload and anxiety? Read this 👇from @Microsoft for answers.      #MicrosoftSecurity @msftsecurity https://t.co/896xNul82A",WeBuildITS
Dec-2022,"@seniinthebox @googledocs @Office I always prefered Google Docs over Microsoft Office. I found Office to be quite clunky and bloated. Plus, when you work with remote teams, Google Docs becomes even more effective.",sonaljay8
Dec-2022,@BriticalThinker Probably but not many - go look up nearly any tech stock including Microsoft and Google,Danjsalt
Dec-2022,"@richardmatthias Also, windows has a heic update, so you can at least get thumbnails. It is a separate download from the microsoft website. ImageGlass and Affinity Photo will work with those files. For a company like Apple to have the support it offers on windows is baffling.",matthewflorianz
Dec-2022,"@TheDrWes @SnakeVenom3000 @Alejandroid1979 it doesn't matter what ""good"" you see for other storefronts to have Gamepass. that's what Microsoft has said they've been wanting to work towards since Gamepass became a thing. Meanwhile you people bring up Linux, a completely unrelated issue, as evidence this deal is bad.",AnkokuFang
Dec-2022,"Long work hours have nothing to do with productivity and efficiency.

Microsoft Japan shifted to a four-day workweek and noticed a surprising 40% increase in productivity.

Here are a few hacks that can help get more done in less time.",scaleup10xi
Dec-2022,"If you are using Microsoft Office Interop (Excel Automation), you may face some drawbacks. Today's article will show that you can replace this option to save time and optimize your work. Read it now at  https://t.co/9GJ2mcVyhI.

 #excelautomation #microsoftofficeinterop https://t.co/vNVZvMXc56",GemBoxLtd
Dec-2022,"@PMS_Jordan @GreedYaoTTV Correction- only xbox controllers can work on Directx games lol, Microsoft are not stopping anyone from using Vulkan",CultistUtd
Dec-2022,"RT ndbridge ""Work in the cloud, hybrid, or on-prem with Bridge Operator Console for Microsoft Office Communications. #MicrosoftTeams #Skype4B #Cisco https://t.co/wfdI7dBhLe https://t.co/ORqIR7PXUx""",BOCannagomez
Dec-2022,"Now any device can be a Cloud PC with Windows 365. Ready to make hybrid work, work? See how. #Windows365 #CloudPC #Microsoft https://t.co/3Pv9oK9Zb8",CarSolGrp
Dec-2022,"Work in the cloud, hybrid, or on-prem with Bridge Operator Console for Microsoft Office Communications. #MicrosoftTeams #Skype4B #Cisco https://t.co/Lmei3XhzBL https://t.co/hb9qNES9C6",ndbridge
Dec-2022,Former Treyarch Dev Talks Microsoft Activision-Blizzard Deal; We Would Daydream How it Might Affect Day-to-day Work https://t.co/9RTnwOETrS,wccftech
Dec-2022,"@markets You forgot to mention every other tech stock. Oh that’s right, they all follow you agenda so you wouldn’t want to. Apple and Microsoft to name a couple",TheAwokenBrit
Dec-2022,"Who is dipping in and out of work over the festive holidays? The Microsoft Teams software is a great way to securely and efficiently keep in touch, share files and work remotely when needed!

Need help setting up this system?

https://t.co/KfHhMPkbxt

#… https://t.co/31bwRAZatC https://t.co/qJPpphUVzc",ResilientSystem
Dec-2022,"@AEGRO_84 Yeah, like Sony didn't need to buy Bethesda to get Deathloop &amp; Ghostwire Tokyo as then timed exclusives.

How come Microsoft couldn't get those types of deals done?

Why do they have to buy an entire publisher to do the work for them?",JoelJ_Garcia
Dec-2022,@SplinterCal microsoft: why would we help fund a game or just make our original 1st party ips better to actually be able to compete with nintendo and sony when we can buy publishers that already have big IPs so we dont have to do any of the work,Rustiq_Nicolas
Dec-2022,"thinking about ppl writing group chat AUs on ao3, especially when it's set in the workplace and I think it would be funny if people were like 'yes this is a Microsoft Teams Work Group Chat AU' because that's legitimately a thing in offices and it's an underestimated medium on ao3",a_c_e_attorney
Dec-2022,@EducateKCK As former teacher I’d say Microsoft 365. It’s what they will actually be using in the vast majority of the work world,gannotti
Dec-2022,"@I_by_default ""will be next"" literally no concrete evidence on that. Unsubstantiated rumor. No quotes from anyone verified to work for either Microsoft or Netflix in positions of authority on it.",bluspacecow
Dec-2022,Microsoft To Buy 4% Stake In London Stock Exchange https://t.co/gzyuMVMx02,cryptonewz_io
Dec-2022,"Who is dipping in and out of work over the festive holidays? The Microsoft Teams software is a great way to securely and efficiently keep in touch, share files and work remotely when needed!

Need help setting up this system?

https://t.co/MITIrs5fAT
#remoteworking #darlington https://t.co/ZSjk4ydmT9",ResilientSystem
Dec-2022,"Microsoft presented Windows 11 a few weeks ago. We have now been able to work with the new operating system. Although it is a preview, Microsoft clearly shows its vision. Where other… https://t.co/PlckVARCNh #Applications #Microsoft #MicrosoftTeams #preview #Review - Follow us",techzineeu
Dec-2022,"@Microsoft ""No"" for Russian terrorists to work at Microsoft.",AnatoleN6
Dec-2022,@FrancescoD_Ales @BentoMethod 😂 I’m going to archive everything and work backwards. Microsoft Viva for work scanned the emails and said there were no outstanding tasks. I’ll still check through them though. Interesting fact - I have seven email addresses. They will be consolidated in the next 30 days.,theminimlrblog
Dec-2022,"Break images out of their square boxes and create an image embedded in nearly any kind of shape in Microsoft PowerPoint. To see this feature at work, follow these steps.👉🏻 https://t.co/sXWGSHWjwo

#SlideGeeks #presentations #ppt #powerpoint #templates https://t.co/4zEWNx571J",slidegeeks
Dec-2022,"The year 2022 was brutal for the tech industry as the major players in the industry did layoffs and hiring freezes to cut costs amidst economic downturn. 

Meta, Amazon, Microsoft, Twitter, Netflix and many other global players laid off employees.",charuhaasparab
Dec-2022,"With Microsoft 365 your business can connect employees to the people, information, and content they need to do their best work, from any https://t.co/VAICR14irD 365 @99/month. Grab this before the sale ends. https://t.co/P0AeURA6dq",bhavesh65
Dec-2022,"“….. or the work of companies like Microsoft in providing cyber-defence for Ukraine.”

We are safe &amp; secure in the hands of free market players 🤡",en1400matt
Dec-2022,"The hybrid work revolution has made sales management the most pivotal role in the innovation economy—and simultaneously the most challenging. 

Microsoft #sales leader Helen Fanucci has written a book, Love Your Team, A Survival Gu…https://t.co/E8wGDYQj98 https://t.co/S8VvbxxSMc",cvheady007
Dec-2022,"rip atom and fuck microsoft (vs code is kinda nice tbh doe)  https://t.co/numnX1ud8v  https://t.co/TgzTqzMT6y
#tech #coding #code #programming #learning #meme #humour #work #software #developers #freelancing #business #startups https://t.co/stuuEXvQxR",xyzdevsofc
Dec-2022,"@EU_Commission Clean Criminal Records is compulsory in my IT Projects. I say daily.
People who've criminal records can work &amp; join in @Microsoft in USA as they pay Holly's debts in Gyms.
Holly &amp; Co already talked in-person with @BillGates &amp; @melindagates to work in board team in USA. Final word",NoushinKananian
Dec-2022,@Polityzen @ronin19217435 This is every Microsoft Teams meeting at work when someone holds up a drawing or a4 sheet...,Andy_Suth_UK
Dec-2022,Work in Microsoft Azure with Visual Studio Code (VS Code) https://t.co/NV7wxsHhx4,KOMGuy
Dec-2022,"@vonderleyen The Future of people without Clean Criminal Record is @Microsoft in USA. 
Clean CRB is compulsory in my IT Projects. I say daily but this people can't stop stalking &amp; watch me everywhere. Final decision will Never change. @Microsoft pay their debt &amp; work with everyone. Move On me",NoushinKananian
Dec-2022,"JOB OPPORTUNITY: D365 CRM Developer
Salary: £65,000 per annum
Location: #Remote #UK #London

For details, please contact Anthony Bridge on Anthony.Bridge@prodapta.com 

#Prodapta Microsoft #Microsoft #MicrosoftJobs #MicrosoftDynamics #D365 #CRM #Developer #Cloud #NewOpportunity https://t.co/aO3XwGRns5",ProDapta
Dec-2022,"JOB OPPORTUNITY: D365 CRM Functional Consultant
Salary: £80,000 per annum
Location: #Remote #UK #London

For details, please contact Anthony Bridge on Anthony.Bridge@prodapta.com 

#Prodapta @Microsoft #Microsoft #MicrosoftJobs #MicrosoftDynamics #D365 #CRM #Cloud #NewOpportunity https://t.co/ycxUfjzarA",ProDapta
Dec-2022,"Microsoft Word 2007 2010 2013 2016 Tips Tricks and Shortcuts (Color Version): Work Smarter, Save Time, and Increase Productiv 96XXQHC

https://t.co/Np26vnmfe2 https://t.co/YMGSOSVUtV",johnsonqajj
Dec-2022,my dad work at microsoft if you dont leve me alone ill get you IP ban.,fazebeast53
Dec-2022,@Dani_Michaels_ @teslaeconomist @elonmusk I've used lot of C#/.NET but company I work for switched from that to NodeJS &amp; TypeScript. It's been bit painful transition😅Package management was so much better in .NET. Also it was so good that most of the time you didn't have to use libraries outside of Microsoft's ones.,pallokala7
Dec-2022,"@Mharinhu @GamingSupanova If Microsoft hired 1000 devs and paid them $1M each, that’s only $1B dollars. Meaning they could hire 70,000 devs for $70B. Should they do that instead? And take talent from every publisher and studio around the industry? And that’s with an unrealistic $1M salary as an example.",Nobuseri6
Dec-2022,"@BarneySimon No, I think it was designed by Microsoft, clearly needs an update or a patch but will never work properly 😂😂😂😂😂😂",Nick94481890
Dec-2022,"@Microsoft and when the summary indicates that a person is from Russia, who kills people in Ukraine and you hire this person to work, then who are you?",Baby_Raccoon_89
Dec-2022,"@TrendSpider Apple is definitely an overvalued stock however they have pretty good future prospects given how strong their in house silicon is but they are stagnating
Microsoft i dont see as that overvalued, their software and services are used in basically every field and are growing",PatntHazzy
Dec-2022,Where can I buy Microsoft stock?,R1NUp89
Dec-2022,@nileshgule Nice! I see you work a lot with Microsoft Azure? A space I’m trying to understand and learn more about!,richmca_
Dec-2022,"Seeing an article like this one about @Tesla stock by the @Independent whilst the stock price has gone down, most of the tech sector has gone that way too! 

So it’s not the only one, but others include Apple, Google, Microsoft etc! https://t.co/nb4eVjPDEL",PhattGreg
Dec-2022,"Downloaded Microsoft Applications on my laptop since I forgot to do something at work &amp; needed to go to the company website.

Also, Outlook looks clean on the MacBook.",FluxyWave
Dec-2022,@Microsoft Is this the kind of people you work with? He supports genocide in Ukraine.,KylaLassila
Dec-2022,"@elonmusk don't see any difference, it would help if you left the company and sold to microsoft, MS would bring back proper moderation and advertisers would return and they would integrate it into MSN. You will soon have to do it regardless because Tesla stock will go so low.",neutrino78x
Dec-2022,"@2linuxorg With a strong focus on interoperability, Collabora Office ensures that users can work with documents created in other suites like Microsoft Office ⚙️",buaska12
Dec-2022,"@Tesla if tesla stock doesn’t recover fast, tesla will be bankrupt.. and that will tip of iceberg, then US companies (Auto, banks, consumer) one by one will be bankrupt, apple, amazon, Microsoft, google all will collapse and US will go down catastrophic ,",henryb9099
Dec-2022,@An_Collective @ProtonPrivacy @brave It's also an issue if your employer insists that you use Microsoft. So now I try to keep work and private life strictly separate...,ChefIrma
Dec-2022,"Overcome hybrid work challenges with Microsoft Surface Hub 2S—so your team can be more inclusive, flexible, and secure from anywhere.  

Read the solution guide  https://t.co/rSBsbJ9sxF",RodheMx
Dec-2022,"Overcome hybrid work challenges with Microsoft Surface Hub 2S—so your team can be more inclusive, flexible, and secure from anywhere.  

Read the solution guide  https://t.co/kYBDsQcOqZ",MikeRodriguezJ
Dec-2022,@jesseshalfon @pudgypenguins My brother in Christ the @pudgypenguins are on my Microsoft Teams at work. Your salacious intentions will not be preserved as long as you hope,specialedge_eth
Dec-2022,"Yep, web form doesn't save to database when you hit next. Soooo all of the marketing copy you just wrote is gone

Rewriting, then using Microsoft screen snip to archive my work

Smh",jdklein33
Dec-2022,"@aboyhasaname It's zero. $0. Musk's plan was to be the first to self driving technology, and then sell that on to other manufacturers as a licence, like Microsoft in the '90s. Except it doesn't work at all.

And the other manufacturers make electric vehicles now which are way better and safer.",comradesipho
Dec-2022,"@Ireleezi1 @discord @XboxSupport Party chat runs on xbox, which is a microsoft platform. Discord is not owned by microsoft, they cannot do that automatically it will take approval from them and then time to code it and get it to work",linedupjuju
Dec-2022,"@elonmusk @stillgray Perhaps Gates and Microsoft’s Implantable Cryptocurrency technology should be injected…oh wait, it probably needs the pegylated nano particles from the jabs to work…",Tonduchelu
Dec-2022,"$MSFT Microsoft Corp.
pe ⚡
From 2011-01-03 to 2022-12-27
PE(actual) = 24.42x vs. PE(12yr avg.) = 27.22x
#stock #investing #investment https://t.co/PR2X9pNRLT",tickplot
Dec-2022,"Does #Microsoft  really have no one else to work with except the Russian aggressors?

Let's not be silent - let's try to reach the company and ask if it supports the position of its employee (and he calls for raising money for the army of the Russian Federation).",fireku1
Dec-2022,"[Log onto work from home...]
Me, thinking: Ooh a text from friend!
Text:  user verification code 1234567 for Microsoft verification
Me:😕

Every time.",stdMD
Dec-2022,@sumit1699 @connectgurmeet There are layoffs in Apple Google Microsoft too,sanchit218
Dec-2022,"@AxeDesu @Fluffuistired No cloud gaming in my country, even though I live next to the Microsoft office and my mom literally used to work in the Xbox team",window7021
Dec-2022,"Imagine if @Microsoft acquires ABK and then invests in creating 3 teams (Terran, Zerg and Protoss Studios). They work together to make Starcraft III and than split their responsibilities for 1 year seasons (2 years content development, 1 year season oversight). 🤔",MephistoO3
Dec-2022,"lol it took five tries to log into Twitter....perhaps Elon Musk should rethink laying off all the I.T. people 😃

Meanwhile Tesla stock is at 112. Hopefully it won't be long before Musk can no longer afford to subsidize Twitter and will have to sell it to Microsoft.",neutrino78x
Dec-2022,"@Tuggernut4 @Puertorock77_ She knows more then anyone on this thread what is illegal or not, these BOTz are just hurting this lady has the balls to stand up to a 2 trillion dollar company's and no Bribes will work while I'm in the chair, she said FTC let Microsoft go in the pass, BUT! not on my watch https://t.co/a8lfXxzUds",Alize_187
Dec-2022,"Job Microsoft Systems Centre Service Manager-68651 Salary Market Related
Location Johannesburg
Apply https://t.co/0Q8jyTema3",UniquePersonnel
Dec-2022,"@tarasmi @satyanadella @Microsoft I have a long time, close friend in Moscow. He is a medical researcher. Office 365 is vital for his work. He contacted me recently asking for help to renew his subscription. He has no payment method.",chasonaudie
Dec-2022,"@AwesomeUKFacts @aggressa @linakhanFTC @FTC @WSJ PC games run on Windows, which is Microsoft and they already have a monopoly on the PC industry, at work (office) in companies and governments. The logical thing is not to give him power in the entertainment industry.",GuilleHelo
Dec-2022,Microsoft to buy 4% stake in London Stock Exchange Group https://t.co/cNldmFAB9v,behzadm22
Dec-2022,"Data at Work: Best practices for creating effective charts and information graphics in Microsoft Excel (Voices That Matter) TQ0NPJK

https://t.co/Gkt5xwkzkJ https://t.co/eqFl26uzfE",kub15yoeg
Dec-2022,I really need to work for Microsoft. They just made everything so easy for me with a click.,yyeerrz
Dec-2022,@ThePunnyWorld I heard maids that work for Microsoft are called window cleaners,GeordieJordan96
Dec-2022,"@haileyx24 I have a question.  Everyone who follows seems to enjoy getting after 343 fans, if you and everyone else doesn't like what's happening then why not work at Microsoft and 343 and actually fix the problem.  Actually make the changes.  COMPLAINING GETS YOU NOTHING!!!!",BrianKi91196329
Dec-2022,"It would be cool if Twitter could add a “status” feature!
But not a stupid automated pre-defined one, like Microsoft is doing on Teams! No!
A user-defining status, where users could write a 10-15 characters status. Like “sleeping”. Or, “gone fishing”, “at work”, etc
@elonmusk? 😁",raduilieart
Dec-2022,@MicrosoftTeams Y’all going to support dynamic apps in Microsoft teams anytime soon? Lots of companies use Nextjs which has serverless api routes (edge and node runtimes) and serverside rendering. Kind of a pain in the ass to try to force a dynamic site to be static to make it work in teams,Dopamine_Driven
Dec-2022,"@JenMsft @shanselman @Microsoft Glad to hear the team is aware of it. As a sign of appreciation for your hard work - and a small bribe ;), the cake shouldn't be a lie.

If you dm me an address, I'm happy to send one over to the team and you. https://t.co/MF0i4djaYi",ottomotton
Dec-2022,"""As the pandemic continues and many people work hybrid schedules, people analytics researchers at Microsoft realized they needed to move from measuring employee engagement to measuring employee thriving. Defined as ""to be energized and empowered to do mean https://t.co/7PwLQt6cnm",h_dougl
Dec-2022,"Look all Microsoft facilities?  Thats just their original location?

WHY?  I EXPECT 

MORE in their WORK PRODUCT????? https://t.co/Ij8E2WRNwG",kulawahine
Dec-2022,"@vicious696 Microsoft really should be working on this if they're serious about being ""player first"" and putting their games wherever players are.

Sony, meanwhile, ALSO needs to work with Valve...to get a PSVR2 of Half-Life: Alyx done ASAP.",DMC_Ryan
Dec-2022,"@Scarlet04051022 @skyfoxfelix @Genki_JPN He said back in an interview he would like to work once with Sony. Back then to PS3/X360/Wii era he wanted to work with Playstation but got in a quarrel with Kaz Hirqi, so he went instead to Microsoft and later Nintendo. If it happen, then it happen. What’s bothering if Sony?",RikuVersusXIII
Dec-2022,"@KimDotcom Microsoft especially.  They read your documents, steal your work on one drive.  Deep state dirt bags behind the scenes.",arcticslice
Dec-2022,@ValaAfshar This one of the tech that going to make big impact on Microsoft stock in coming year,williamtjzhuo
Dec-2022,How to Create a C++ Stock Management System using Microsoft Access in C+... https://t.co/pDrH4eFLyb via @YouTube,MeCaptian
Dec-2022,"Guys that collect funko pops or whatever don’t drink Soylent, that’s for guys who work at Microsoft and they’re all lean-ripped from rock climbing",rappinyakubian
Dec-2022,@Dityahahah @tuhi_gupte Then go to Microsoft office word and change it to voice to written work done,Sohailrise1
Dec-2022,"US citizens hired H1B candidates who became US citizens' boss and fired US citizens. This happened at Google (S. Pichai), Microsoft (S. Nadella), Twitter (P. Agrawal), others. Is this how H1B visas work ? Why do companies keep H1B employees while laying off US citizens ?",ThunkAboutYt
Dec-2022,"The company, whose meteoric rise over the last few years had burned many bearish investors, is the third most shorted stock in dollar value after Apple Inc and Microsoft Corp, according to financial analytics firm S3 Partners. https://t.co/uzS0EC5i8D",HoodieOnVeshti
Dec-2022,"Microsoft push notification: ""Please sign in to [work email] again.""
Me: *Enters login info*
MS: ""Password is incorrect.""
Me: *Copy-pastes password*
MS: ""Password is incorrect.""
Me: *Goes to reset password*
MS: ""Your organization doesn't allow for account resets.""
Me: ""Urgh!""",Anonymous264170
Dec-2022,"So soon you need android 4.4 and ios 10 for whatsapp 

Whatsapp will continue to work in windows and mac( require Microsoft store for Windows and mac app store for macbook)",funtime2121
Dec-2022,"Get the hottest gaming system this holiday season, the Microsoft Xbox Series X IN STOCK -- JUST $499.99

https://t.co/geEK5S2AV2

#xbox #XboxSeriesX #xboxdeals #XboxSeriesXInStock #Gaming #VideoGames #VideoGame #DealsOfTheDay #DealOfTheDay #DailyDeals #DailyDeal #Deals #Deal https://t.co/GEkccHjChA",thepighero
Dec-2022,"Work Smarter with Microsoft OneNote: An expert guide to setting up OneNote notebooks to become more organized, efficient, and QMNUHOJ

https://t.co/JxR4lgQfz3 https://t.co/CZ3fiCxugo",bauchihk
Dec-2022,"@Eve6 @elonmusk Which ones, they're all doing fine? 

If you mean stock price went down with the entire market, yeah I guess... But you can say the same about Amazon, Microsoft, Netflix, all the other car companies, etc..",AldericGaming
Dec-2022,"The Motley Fool: If You Invested $1,000 in Microsoft Stock in 1986, Here's How Much You'd Have Now.
https://t.co/H8nJpLNVIU

via @GoogleNews",halfeatenmind
Dec-2022,"@chiajy2000 Unless you have great bandwidth, this doesn't work that great on mobile.

Microsoft's cloud gaming service actually works pretty well though, even on iOS which is surprising. I'd recommend going that route. https://t.co/GzFMrRVvuh",Tony_Swish
Dec-2022,@SaidHaschemi @Fran2i4 I guess Alphabet works well only because they work on Microsoft Teams ⛄,Tassenwort
Dec-2022,"Microsoft stock falls Wednesday, still outperforms market
$MSFT
#Ainvest #Ainvest_Wire #onlinetrading #trade #tradingsignals 
View more: https://t.co/lTXh1dzMi0 https://t.co/YwhxCKp0V6",Ainvest_Wire
Dec-2022,@LXSummer1 microsoft sucks .... hacked versions work fine 😁,slavaua8080
Dec-2022,"Tech giants Microsoft and Alphabet Inc., Google’s parent company, saw their stock prices take a nosedive last week in the wake of discouraging earnings reports.   https://t.co/4uFnrHM7LF",miles_cree
Dec-2022,"RT if your #hybridwork collaborations lack, well, collaboration. Then read how @Microsoft enables you to take hybrid work collaboration to a whole new level. #MSInspire https://t.co/R44oh9SJFU",AbrahamsConsult
Dec-2022,@TAFKAB2 What you just said makes absolutely no sense. What you thought you were doing was throwing a jab at Gamepass. But Gamepass does me well. As a consumer that is my primary concern. I dont have stock or shares in Microsoft. Thus sales is not my lane. I play and buy what I like. https://t.co/ZK2NXcOyUP,GENX128
Dec-2022,"This is important work, @AudreyLynnJo, @JohnsHopkins, @HopkinsMedicine and @Microsoft! 

#NAHSEBaltimorePresident",NAHSEBaltimore
Dec-2022,"Free 💰 + 🐿📸

$100 PSN Card $83.49 (discount code PSN4NY)
https://t.co/LPzxVslPWN

$100 Xbox Card $79.79 (code Xbox4NY)
https://t.co/iJwr8QmvGs

Also work on Microsoft Store hardware, so you can get systems, controllers + more for 20% off after redeeming codes to your account. https://t.co/PWm4MfKtqq",LeBlorstOfTimes
Dec-2022,@Microsoft @Xbox @XboxSupport I have an Xbox one s and the wifi thing inside the Xbox doesn’t work too well any suggestions on what I can do to fix that and before you say buy a new Xbox I do not have the money for that,maamitt
Dec-2022,Looking at new laptops so I can stop using the work one (too many restrictions) but how do people buy Microsoft Office/Windows etc? Harvey Norman is showing Microsoft Personal 365 as $119 per year! Any other way to get it?,ForPittsSake
Dec-2022,"Keep doing the lords work

Niggas out here making beats in windows 95 Microsoft excel 😭😭😭",johanxcv
Dec-2022,@brixtronix @Microsoft @Lenovo I'll work on that,SeraphOfFire
Dec-2022,"Microsoft Systems Engineer
at Planet Technology
Industry Malpractice Insurance for healthcare Salary Range $110120k Bonus Potential 510 average bonus BenefitsPerks Good ...
#SystemsEngineer #remotehunt 
https://t.co/38TIeS840B",zobjobsUS
Dec-2022,Microsoft Word tips to help you work smarter https://t.co/8fQ2Tgygjx #manageditservices #itsupport #24hourtek,24hourtek
Dec-2022,"@AussieDev81 @code You gave me 2 examples where this works, I can give you 4 where this doesn't work:
Apache
PHP simple Server
Python Simple Server
Microsoft Server

This is not normal that the server routes work this way.",jcubic
Dec-2022,"I will do Data Entry, Composing, , Microsoft Office, In page etc. for $15 I m a professional computer operator having 7 yrs of experience Whatever work you want to do i will do within 2-3hrs with correcteously.Plz contact me 0324916179Expert on the follo… https://t.co/vTonkcAbT0 https://t.co/fx8QN1u9M2",seomamas
Dec-2022,"Microsoft’s Work Trend Index Pulse Report says “Productivity paranoia risks making hybrid work unsustainable.” Learn how companies can strike the right balance between flexibility and productivity: https://t.co/HcbjEmzpKi

https://t.co/4w2kQCkAl4

#WorkforceAgility #FutureofWork",LYNKglobal
Dec-2022,"@Colteastwood I'm sick of this whole thing you band Activision from the game awards you cry about bad work environments

And yet you turn around and complain cuz Microsoft tries to acquire them I'm talking about social media as a whole people put up YouTube videos talking about Microsoft so",Paladin000Dark
Dec-2022,"Starting at $15 / hour work from home Microsoft Jobs  

https://t.co/hslvJW3pQN

December 28, 2022 02:42:40 PM",QwikAdcom
Dec-2022,"@yyteyy I work for Microsoft Xbox, I am not a lesson to take from you!",x_gamer_kid
Dec-2022,"@BRAP_Podcast @Italianclownz @Darkborn162 @linakhanFTC @FTC @WSJ Most unions operate on 3 year contracts.

My company got bought out and the new company refused to negotiate with the unions and they ended up shutting our site down and opened elsewhere. 

Microsoft agreeing to work with unions is huge for the employees.",XBOXOBI
